book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1613,2195464,2195464,2475030,120,307269191,9780307269200.0,"Haruki Murakami, Philip Gabriel",2007.0,走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto],What I Talk About When I Talk About Running,eng,3.79,49344,61740,6144,820,3864,17403,25073,14580,https://images.gr-assets.com/books/1473397159m/2195464.jpg,https://images.gr-assets.com/books/1473397159s/2195464.jpg
1614,8680278,8680278,12901545,39,1416995587,9781416995590.0,Jenny Han,2011.0,We'll Always Have Summer,"We'll Always Have Summer (Summer, #3)",en-US,4.17,68112,71387,5139,1305,3605,11571,19752,35154,https://images.gr-assets.com/books/1327054226m/8680278.jpg,https://images.gr-assets.com/books/1327054226s/8680278.jpg
1615,6480781,6480781,6672023,60,307268195,9780307268200.0,"Andre Agassi, J.R. Moehringer",2009.0,Open: An Autobiography,Open,eng,4.18,47185,52701,4781,653,1512,7611,20869,22056,https://images.gr-assets.com/books/1320520930m/6480781.jpg,https://images.gr-assets.com/books/1320520930s/6480781.jpg
1616,136782,136782,833565,113,014240165X,9780142401650.0,Anthony Horowitz,2000.0,Alex Rider: Stormbreaker,"Stormbreaker (Alex Rider, #1)",eng,3.97,67602,72339,4333,1030,3881,16378,26045,25005,https://images.gr-assets.com/books/1288354739m/136782.jpg,https://images.gr-assets.com/books/1288354739s/136782.jpg
1617,21745,21745,497415,82,1590860624,9781590860620.0,"Lee Child, Dick Hill",2002.0,Without Fail ,"Without Fail (Jack Reacher, #6)",eng,4.16,53411,63467,1787,300,1283,10727,26737,24420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1618,95617,95617,883913,36,842377506,9780842377510.0,"Francine Rivers, Richard Ferrone",1993.0,A Voice in the Wind,"A Voice in the Wind (Mark of the Lion, #1)",en-US,4.6,55556,56920,2647,680,903,3382,10680,41275,https://images.gr-assets.com/books/1459567327m/95617.jpg,https://images.gr-assets.com/books/1459567327s/95617.jpg
1620,14817,14817,1527439,97,057507681X,9780575076820.0,Philip K. Dick,1977.0,A Scanner Darkly ,A Scanner Darkly,eng,4.04,54014,61544,2181,767,2537,12216,24238,21786,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1622,162898,162898,2621763,798,1416534733,9781416534730.0,Mark Twain,1889.0,A Connecticut Yankee in King Arthur's Court,A Connecticut Yankee in King Arthur's Court,eng,3.76,50112,75361,2050,1764,5414,21300,27903,18980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1623,106069,106069,680248,36,1563894696,9781563894700.0,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",1997.0,Batman: The Long Halloween,Batman: The Long Halloween,eng,4.29,54781,58640,1670,767,1573,7332,18937,30031,https://images.gr-assets.com/books/1350137101m/106069.jpg,https://images.gr-assets.com/books/1350137101s/106069.jpg
1624,298275,298275,1319935,187,811201880,9780811201890.0,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1938.0,La Nausée,Nausea,eng,3.91,50876,60910,1959,1414,3923,13419,22059,20095,https://images.gr-assets.com/books/1377674928m/298275.jpg,https://images.gr-assets.com/books/1377674928s/298275.jpg
1625,1846,1846,5967,75,785268839,9780785268830.0,John Eldredge,2001.0,,Wild at Heart: Discovering the Secret of a Man's Soul,eng,3.93,50215,52613,1581,2397,3616,9966,16037,20597,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1627,3507,3507,3095104,49,312349486,9780312349490.0,Janet Evanovich,2006.0,Twelve Sharp,"Twelve Sharp (Stephanie Plum, #12)",eng,4.14,74747,79373,1971,245,1783,15590,31095,30660,https://images.gr-assets.com/books/1316727699m/3507.jpg,https://images.gr-assets.com/books/1316727699s/3507.jpg
1629,13662,13662,1322146,118,689845367,9780689845370.0,Ursula K. Le Guin,1970.0,The Tombs of Atuan,"The Tombs of Atuan (Earthsea Cycle, #2)",eng,4.07,61457,66964,1730,660,2374,13303,25693,24934,https://images.gr-assets.com/books/1417900879m/13662.jpg,https://images.gr-assets.com/books/1417900879s/13662.jpg
1631,608474,608474,21539872,846,140439072,9780140439080.0,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890.0,The Sign of Four,The Sign of Four,eng,3.96,60469,72378,3132,446,2684,18124,29478,21646,https://images.gr-assets.com/books/1299346921m/608474.jpg,https://images.gr-assets.com/books/1299346921s/608474.jpg
1632,967494,967494,952391,34,039921920X,9780399219210.0,Jan Brett,1929.0,РУКАВИЧКА: Українська народна казка,The Mitten,eng,4.23,66701,67185,968,732,2383,11271,18933,33866,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1633,31338,31338,2925946,61,096319254X,9780963192550.0,Anne Rice,1995.0,Memnoch The Devil,"Memnoch the Devil (The Vampire Chronicles, #5)",eng,3.73,62641,67388,1373,2335,6781,18146,19292,20834,https://images.gr-assets.com/books/1301778006m/31338.jpg,https://images.gr-assets.com/books/1301778006s/31338.jpg
1634,2402971,2402971,3216911,69,385733585,9780385733590.0,Michael Scott,2008.0,The Magician: The Secrets of The Immortal Nicholas Flamel,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",eng,4.09,67539,71690,2558,891,2685,13791,26201,28122,https://images.gr-assets.com/books/1320396250m/2402971.jpg,https://images.gr-assets.com/books/1320396250s/2402971.jpg
1635,766955,766955,434352,39,689832133,9780689832130.0,"Doreen Cronin, Betsy Lewin",1999.0,"Click, Clack, Moo: Cows That Type","Click, Clack, Moo: Cows That Type",eng,4.23,67171,67998,2220,1028,2671,10968,18473,34858,https://images.gr-assets.com/books/1423222939m/766955.jpg,https://images.gr-assets.com/books/1423222939s/766955.jpg
1636,1412138,1412138,1178926,33,441015662,9780441015660.0,Patricia Briggs,2008.0,Iron Kissed,"Iron Kissed (Mercy Thompson, #3)",en-US,4.36,83051,88443,3002,318,1191,10100,31538,45296,https://images.gr-assets.com/books/1358229529m/1412138.jpg,https://images.gr-assets.com/books/1358229529s/1412138.jpg
1637,9378297,9378297,14261925,50,765328658,9780765328660.0,Kendare Blake,2011.0,Anna Dressed in Blood,"Anna Dressed in Blood (Anna, #1)",en-US,3.96,72732,78236,8656,2227,4806,16096,26004,29103,https://images.gr-assets.com/books/1398637405m/9378297.jpg,https://images.gr-assets.com/books/1398637405s/9378297.jpg
1639,310146,310146,997358,51,380714752,9780380714760.0,Avi,1990.0,The True Confessions of Charlotte Doyle,The True Confessions of Charlotte Doyle,eng,3.81,67608,70206,2750,2052,5333,17956,23475,21390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1640,4929705,4929705,4995331,59,1565125967,9781565125960.0,Robert Goolrick,2009.0,A Reliable Wife,A Reliable Wife,en-US,3.25,58348,68241,9542,4195,10812,24592,20908,7734,https://images.gr-assets.com/books/1404576577m/4929705.jpg,https://images.gr-assets.com/books/1404576577s/4929705.jpg
1641,248596,248596,1183550,136,380729407,9780380729400.0,Ray Bradbury,1962.0,Something Wicked This Way Comes,"Something Wicked This Way Comes (Green Town, #2)",eng,3.95,64813,71886,4526,1121,3850,15942,27380,23593,https://images.gr-assets.com/books/1409596011m/248596.jpg,https://images.gr-assets.com/books/1409596011s/248596.jpg
1642,11334,11334,3215642,86,140003342X,9781400033420.0,Toni Morrison,1977.0,Song of Solomon,Song of Solomon,eng,4.01,59756,63633,2356,1255,3248,12645,23232,23253,https://images.gr-assets.com/books/1451448230m/11334.jpg,https://images.gr-assets.com/books/1451448230s/11334.jpg
1644,227571,227571,3332231,30,802139256,9780802139250.0,Leif Enger,2001.0,Peace Like a River,Peace Like a River,en-US,3.98,59642,61617,6128,1061,3450,13018,22443,21645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1645,22285,22285,2902758,61,385517874,9780385517870.0,Chuck Palahniuk,2007.0,Rant: An Oral Biography of Buster Casey,Rant,en-US,3.82,49255,52780,2720,1508,4622,12588,17321,16741,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1646,9534,9534,2528139,44,812565959,9780812565960.0,Orson Scott Card,2000.0,Shadow of the Hegemon,"Shadow of the Hegemon (Ender's Shadow, #2)",en-US,3.93,58991,62261,1402,521,2740,15150,26062,17788,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1648,505304,505304,493345,39,307021343,9780307021340.0,"Janette Sebring Lowrey, Gustaf Tenggren",1942.0,The Poky Little Puppy (a Little Golden Book),The Poky Little Puppy (A Little Golden Book),eng,4.08,62571,63754,707,1261,3654,13263,15823,29753,https://images.gr-assets.com/books/1320424154m/505304.jpg,https://images.gr-assets.com/books/1320424154s/505304.jpg
1649,5196,5196,2485770,73,440235596,9780440235590.0,Maeve Binchy,1998.0,Tara Road,Tara Road,eng,3.88,60154,63312,1755,775,3273,16628,24613,18023,https://images.gr-assets.com/books/1403194637m/5196.jpg,https://images.gr-assets.com/books/1403194637s/5196.jpg
1650,37677,37677,6180419,148,1587263890,9781587263900.0,Jack London,1906.0,The Call of the Wild / White Fang,The Call of the Wild/White Fang,eng,4.08,61126,63385,483,1001,2750,12179,21498,25957,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1651,13188676,13188676,40181098,41,,,Tahereh Mafi,2014.0,"Ignite Me (Shatter Me, #3)","Ignite Me (Shatter Me, #3)",eng,4.44,83767,90571,11887,1250,2349,8392,21686,56894,https://images.gr-assets.com/books/1375972497m/13188676.jpg,https://images.gr-assets.com/books/1375972497s/13188676.jpg
1652,568645,568645,2796618,55,1423100050,9781423100060.0,Ally Carter,2007.0,Cross My Heart and Hope to Spy,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",en-US,4.13,69733,73404,3079,1351,2980,13191,23328,32554,https://images.gr-assets.com/books/1342448094m/568645.jpg,https://images.gr-assets.com/books/1342448094s/568645.jpg
1653,285205,285205,2577848,40,441014739,9780441014740.0,Patricia Briggs,2007.0,Blood Bound,"Blood Bound (Mercy Thompson, #2)",eng,4.31,84677,90510,3154,278,1259,11617,34357,42999,https://images.gr-assets.com/books/1358229157m/285205.jpg,https://images.gr-assets.com/books/1358229157s/285205.jpg
1655,17204,17204,2209036,58,399154094,9780399154100.0,Kate Jacobs,2006.0,The Friday Night Knitting Club,"The Friday Night Knitting Club (Friday Night Knitting Club, #1)",eng,3.41,60812,65065,8046,2739,8547,23141,20621,10017,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1656,38743,38743,2752234,53,312330863,9780312330870.0,James Herriot,1973.0,All Things Bright and Beautiful,All Things Bright and Beautiful (All Creatures Great and Small),en-US,4.3,57626,59698,742,1075,1295,7347,19029,30952,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1657,6759,6759,3271542,56,316921173,9780316921180.0,David Foster Wallace,1996.0,Infinite Jest,Infinite Jest,en-US,4.31,46742,56737,7051,2185,2534,5156,12252,34610,https://images.gr-assets.com/books/1446876799m/6759.jpg,https://images.gr-assets.com/books/1446876799s/6759.jpg
1658,18297707,18297707,21868234,53,,,Emma Chase,2013.0,Tangled,"Tangled (Tangled, #1)",eng,4.12,59705,90224,8633,2243,4107,14308,29042,40524,https://images.gr-assets.com/books/1375808439m/18297707.jpg,https://images.gr-assets.com/books/1375808439s/18297707.jpg
1659,530965,530965,188517,162,812967127,9780812967130.0,John Wyndham,1951.0,The Day of the Triffids,The Day of the Triffids,eng,4.0,58945,65796,2372,643,2695,14438,26577,21443,https://images.gr-assets.com/books/1320530145m/530965.jpg,https://images.gr-assets.com/books/1320530145s/530965.jpg
1660,9850443,9850443,14741473,66,62041266,9780062041260.0,"Patrick deWitt, Marcelo Barbão",2011.0,The Sisters Brothers,The Sisters Brothers,eng,3.83,51694,59547,7002,1001,3418,14340,26611,14177,https://images.gr-assets.com/books/1291999900m/9850443.jpg,https://images.gr-assets.com/books/1291999900s/9850443.jpg
1661,6905012,6905012,7129188,40,61922315,9780061922310.0,Shilpi Somaya Gowda,2010.0,Secret Daughter,Secret Daughter,en-US,3.97,52734,58998,4904,502,2337,12696,26379,17084,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1662,6693,6693,44775,183,375822070,9780375822070.0,"Roald Dahl, Quentin Blake",1970.0,Fantastic Mr Fox,Fantastic Mr. Fox,eng,4.03,66015,75149,2813,740,3331,16818,26508,27752,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1664,18521,18521,1315615,340,141183535,9780141183530.0,Virginia Woolf,1929.0,A Room of One's Own,A Room of One's Own,eng,4.1,59868,71968,3573,1097,3031,12558,26448,28834,https://images.gr-assets.com/books/1327883012m/18521.jpg,https://images.gr-assets.com/books/1327883012s/18521.jpg
1665,1268479,1268479,1257385,41,,,Brandon Sanderson,2009.0,Warbreaker,"Warbreaker (Warbreaker, #1)",eng,4.22,55948,65488,4548,322,1337,9533,26899,27397,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1666,42038,42038,1118349,656,1903436575,9781903436580.0,"William Shakespeare, Katherine Duncan-Jones",1592.0,Sonnets,Shakespeare's Sonnets,en-US,4.24,58291,63657,755,902,1890,9671,19809,31385,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1667,8492856,8492856,13014066,31,670012947,9780670012950.0,Sarah Dessen,2011.0,What Happened to Goodbye,What Happened to Goodbye,eng,3.97,69636,72976,4082,1000,3765,16998,25820,25393,https://images.gr-assets.com/books/1347810788m/8492856.jpg,https://images.gr-assets.com/books/1347810788s/8492856.jpg
1668,23437156,23437156,42077459,48,1627792120,9781627792130.0,Leigh Bardugo,2015.0,Six of Crows,"Six of Crows (Six of Crows, #1)",eng,4.46,90202,101264,17068,1100,1725,7886,29552,61001,https://images.gr-assets.com/books/1500689111m/23437156.jpg,https://images.gr-assets.com/books/1500689111s/23437156.jpg
1669,17020,17020,1008846,35,60541431,9780060541440.0,Maureen Johnson,2005.0,13 Little Blue Envelopes,"13 Little Blue Envelopes (Little Blue Envelope, #1)",eng,3.65,66950,70828,4329,2447,7061,20927,23036,17357,https://images.gr-assets.com/books/1375030179m/17020.jpg,https://images.gr-assets.com/books/1375030179s/17020.jpg
1670,104189,104189,421493,35,849900417,9780849900420.0,"Ron Hall, Denver Moore, Lynn Vincent",2005.0,Same Kind of Different as Me,Same Kind of Different as Me,en-US,4.21,52964,58121,6412,712,2248,8544,18957,27660,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1671,23734628,32768522,43346673,51,1250049555,9781250049550.0,Rainbow Rowell,2015.0,Carry On,Carry On,eng,4.19,46197,87797,14621,2051,3611,12362,27273,42500,https://images.gr-assets.com/books/1429810397m/23734628.jpg,https://images.gr-assets.com/books/1429810397s/23734628.jpg
1672,10235,10235,1639628,42,812973011,9780812973010.0,Tracy Kidder,2003.0,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World","Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World",eng,4.21,53019,55178,4220,674,1808,8174,19341,25181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1673,18149927,18149927,21996351,38,,,Jodi Ellen Malpas,2013.0,Beneath This Man ,"Beneath This Man (This Man, #2)",eng,4.3,44170,74457,3703,1532,2681,8933,19848,41463,https://images.gr-assets.com/books/1372773964m/18149927.jpg,https://images.gr-assets.com/books/1372773964s/18149927.jpg
1677,7661,7661,2821071,92,60872985,9780060872980.0,Michael Crichton,2006.0,Next,Next,en-US,3.48,53487,56632,2686,2163,6912,19185,18044,10328,https://images.gr-assets.com/books/1358010468m/7661.jpg,https://images.gr-assets.com/books/1358010468s/7661.jpg
1678,13376,13376,868252,53,689852231,9780689852240.0,Nancy Farmer,2002.0,,"The House of the Scorpion (Matteo Alacran, #1)",eng,4.1,61613,65219,5419,1351,2784,10749,23275,27060,https://images.gr-assets.com/books/1401734230m/13376.jpg,https://images.gr-assets.com/books/1401734230s/13376.jpg
1679,27494,27494,28117,624,1416523715,9781416523710.0,Walt Whitman,1855.0,Leaves of Grass,Leaves of Grass,eng,4.12,57763,65305,1671,1332,3015,11052,20850,29056,https://images.gr-assets.com/books/1418012204m/27494.jpg,https://images.gr-assets.com/books/1418012204s/27494.jpg
1680,114159,114159,1615607,76,749935332,9780749935340.0,Nora Roberts,2004.0,Blue Dahlia,"Blue Dahlia (In the Garden, #1)",eng,4.11,57413,60144,1185,589,2089,12105,20662,24699,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1681,32067,32049,3249302,672,014303961X,9780143039620.0,"D.H. Lawrence, Doris Lessing, Chester Brown",1928.0,Lady Chatterley's Lover,Lady Chatterley's Lover,eng,3.49,46541,75707,3780,2821,9235,25753,24177,13721,https://images.gr-assets.com/books/1425007748m/32067.jpg,https://images.gr-assets.com/books/1425007748s/32067.jpg
1682,10079321,10079321,13362064,44,043402080X,9780434020800.0,Lev Grossman,2011.0,The Magician King,"The Magician King (The Magicians, #2)",en-US,3.9,52061,63664,5446,820,3058,14646,28052,17088,https://images.gr-assets.com/books/1316177353m/10079321.jpg,https://images.gr-assets.com/books/1316177353s/10079321.jpg
